Prompt ID,Category,Subcategory,Use Case,Prompt Title,Prompt,Variables,Compatible AI,Difficulty,Expected Output,Pro Tip
PRM-MK-020,Marketing,Social Proof,Testimonial Request System,Customer Testimonial Request Email,"Act as a customer marketing manager. Write a testimonial request email to send to [CUSTOMER_TYPE] after [TRIGGER_MOMENT, e.g. a successful onboarding, a support win].
Make it easy to respond to — include 2-3 specific guiding questions rather than an open-ended ""write us a review"" ask, and mention where the testimonial might be used.
Keep it short, warm, and non-transactional in tone.","CUSTOMER_TYPE, TRIGGER_MOMENT",ChatGPT / Claude,Beginner,"A short, warm testimonial request email with specific guiding questions to make responding easy.",Send this request within 48 hours of the trigger moment — enthusiasm (and response rates) fade fast after that.
PRM-WC-001,Writing & Communication,Executive Communication,Executive Summary Writer,Long Document to Executive Summary,"Act as an executive communications specialist. Summarize this document into an executive summary: [FULL_DOCUMENT_OR_KEY_POINTS].
The summary must fit on half a page, lead with the single most important takeaway, and include only what a busy executive needs to make a decision — cut supporting detail unless it changes the decision.
Output: a headline takeaway sentence, 3-4 supporting points, and the ask or next step if one exists.",FULL_DOCUMENT_OR_KEY_POINTS,ChatGPT / Claude,Intermediate,A half-page executive summary leading with the key takeaway and ending in a clear ask.,Paste the full document rather than a rough summary — the model does better compression work from source material.
PRM-WC-002,Writing & Communication,Difficult Conversations,Hard Conversation Script,Difficult Conversation Prep Script,"Act as a communication coach. I need to have a difficult conversation about [SITUATION_DESCRIPTION] with [PERSON_ROLE_OR_RELATIONSHIP].
Help me prepare using a direct-but-respectful structure: how to open without being accusatory, how to state the issue with specific facts (not generalizations), and how to invite their perspective before proposing a resolution.
Output: a suggested opening line, 3 key points to make, and one likely pushback with a prepared response.","SITUATION_DESCRIPTION, PERSON_ROLE_OR_RELATIONSHIP",ChatGPT / Claude,Advanced,"A conversation prep script with an opening line, key points, and a prepared response to likely pushback.",Practice the opening line out loud before the conversation — written scripts often sound stiffer spoken than intended.
PRM-WC-003,Writing & Communication,Meetings,Meeting Follow-Up Email,Meeting Follow-Up Summary Email,"Act as an executive assistant. Write a follow-up email after this meeting: [MEETING_SUMMARY_OR_NOTES], to be sent to [RECIPIENT_LIST].
Include: a one-line recap of purpose, key decisions made, action items with owners, and next meeting/checkpoint if applicable.
Keep it scannable — use short paragraphs or a brief bulleted list, and keep the whole email under 150 words.","MEETING_SUMMARY_OR_NOTES, RECIPIENT_LIST",ChatGPT / Claude,Beginner,"A concise (<150 word) meeting follow-up email with decisions, owned action items, and next steps.",Send this within an hour of the meeting while memory (and accountability) is freshest.
PRM-WC-004,Writing & Communication,Negotiation,Negotiation Email Draft,Negotiation Email Writer,"Act as a negotiation communications advisor. Write an email to [RECIPIENT] regarding [NEGOTIATION_SUBJECT], where my position is [YOUR_POSITION] and I want to achieve [DESIRED_OUTCOME].
Keep the tone collaborative, not adversarial — frame around shared interest where possible, state the ask clearly, and leave room for a counter-offer without appearing weak.
Output the email plus one alternate, firmer version in case the first approach doesn't land.","RECIPIENT, NEGOTIATION_SUBJECT, YOUR_POSITION, DESIRED_OUTCOME",ChatGPT / Claude,Intermediate,A collaborative negotiation email plus a firmer backup version for if the first doesn't land.,"Send the collaborative version first in most cases — the firmer version is a fallback, not the default."
PRM-WC-005,Writing & Communication,Apologies,Professional Apology Email,Professional Apology & Recovery Email,"Act as a customer/client communications specialist. Write an apology email regarding [WHAT_WENT_WRONG], sent to [RECIPIENT], where the impact on them was [IMPACT_ON_RECIPIENT].
Structure: a direct, specific acknowledgment (not a vague ""sorry for any inconvenience""), what caused it (briefly, without over-explaining or sounding like an excuse), what's being done to fix it, and what's changing to prevent recurrence.
Keep the tone sincere and accountable, not defensive.","WHAT_WENT_WRONG, RECIPIENT, IMPACT_ON_RECIPIENT",ChatGPT / Claude,Intermediate,"A sincere, specific apology email covering acknowledgment, cause, fix, and prevention — without sounding defensive.","Avoid the phrase 'I'm sorry you feel that way' — if the model drafts it, ask for a rewrite with direct ownership instead."
PRM-WC-006,Writing & Communication,Team Updates,Cross-Functional Status Update,Cross-Functional Project Update Writer,"Act as a program communications lead. Write a cross-functional update on [PROJECT_OR_INITIATIVE] for an audience that includes [AUDIENCE_DESCRIPTION, e.g. non-technical stakeholders across departments].
Avoid jargon specific to any one function; explain technical or specialized terms in plain language where used.
Structure: Where Things Stand, What Changed Since Last Update, What's Coming Next, and Anything We Need From Other Teams.","PROJECT_OR_INITIATIVE, AUDIENCE_DESCRIPTION",ChatGPT / Claude,Intermediate,"A jargon-free cross-functional update covering status, changes, next steps, and cross-team asks.",Have someone outside the immediate project read a draft before sending — jargon blindness is easy to miss from inside a project.
PRM-WC-007,Writing & Communication,Presentations,Presentation Outline Builder,Presentation Story Outline Generator,"Act as a presentation coach. Build an outline for a presentation on [TOPIC], for audience [AUDIENCE], with the goal of [PRESENTATION_GOAL], within a time limit of [TIME_LIMIT].
Structure it as a narrative arc, not a list of facts: open with why this matters to the audience specifically, build the core argument in 3 sections, and close with a specific call to action.
Output: slide-by-slide outline (title + key point per slide), sized appropriately to the time limit.","TOPIC, AUDIENCE, PRESENTATION_GOAL, TIME_LIMIT",ChatGPT / Claude,Intermediate,"A time-appropriate, narrative-driven slide outline ending in a specific call to action.",Roughly one slide per 1-2 minutes of talk time is a good sanity check on whether the outline fits your time limit.
PRM-WC-008,Writing & Communication,Pitching,Elevator Pitch Crafting,30-Second Elevator Pitch Writer,"Act as a pitch coach. Write a 30-second elevator pitch for [BUSINESS_OR_PROJECT], to be delivered to [AUDIENCE_TYPE, e.g. investor, potential client, new contact at a networking event].
Cover: what it is in one sentence, the problem it solves, why now/why you, and end with a natural conversational hook (not a hard close) that invites a follow-up question.
Keep the total word count around 75-90 words — the length a person can actually say in 30 seconds.","BUSINESS_OR_PROJECT, AUDIENCE_TYPE",ChatGPT / Claude,Beginner,"A ~80-word, 30-second elevator pitch ending in a natural conversational hook.",Read it aloud and time it — written word counts and spoken delivery time don't always match.
PRM-WC-009,Writing & Communication,PR,Press Release Drafting,Company Press Release Writer,"Act as a corporate communications writer. Draft a press release announcing [ANNOUNCEMENT], for [COMPANY_NAME].
Follow standard press release structure: headline, dateline, lead paragraph covering the core who/what/why-it-matters, supporting quote from [QUOTE_SOURCE_ROLE] (write as a placeholder to be approved by that person), boilerplate company description, and media contact line.
Keep the lead paragraph under 50 words and avoid promotional adjectives not backed by fact.","ANNOUNCEMENT, COMPANY_NAME, QUOTE_SOURCE_ROLE",ChatGPT / Claude,Intermediate,A properly structured press release with a tight lead paragraph and a placeholder quote for approval.,Always route the placeholder quote to the actual named person for real approval before this goes out — never publish a fabricated quote.
PRM-WC-010,Writing & Communication,Internal Communication,Internal Company Memo,Internal Announcement Memo Writer,"Act as an internal communications lead. Write an internal memo announcing [ANNOUNCEMENT_TOPIC] to [AUDIENCE, e.g. all staff, one department].
Anticipate the top 2-3 questions employees will have and address them directly in the memo rather than leaving them to rumor.
Structure: What's Changing, Why, What This Means for You, Timeline, and Where to Ask Questions.","ANNOUNCEMENT_TOPIC, AUDIENCE",ChatGPT / Claude,Intermediate,"An internal memo that proactively addresses likely employee questions, structured for clarity over spin.","If the news is sensitive, have HR or leadership review the 'What This Means for You' section before sending."
PRM-WC-011,Writing & Communication,Performance Management,Performance Review Narrative,Performance Review Write-Up Assistant,"Act as a management communications coach. Help me write the narrative section of a performance review for [EMPLOYEE_ROLE], based on these raw notes/examples of their work: [RAW_PERFORMANCE_NOTES].
Structure around specific, observable examples (not vague traits), balance strengths and growth areas honestly, and phrase growth areas as forward-looking and actionable, not as criticism of character.
Output: Strengths (with examples), Growth Areas (with a specific suggested action for each), and a closing forward-looking statement.","EMPLOYEE_ROLE, RAW_PERFORMANCE_NOTES",ChatGPT / Claude,Advanced,"An example-grounded performance review narrative with actionable, non-character-based growth areas.",Replace any vague trait language (e.g. 'needs to be more proactive') with the specific example that prompted it.
PRM-WC-012,Writing & Communication,Relationship Building,Professional Thank-You Note,Thoughtful Professional Thank-You Note,"Act as a professional relationship-building coach. Write a thank-you note to [RECIPIENT] for [REASON, e.g. a referral, mentorship, an interview opportunity].
Make it specific — reference the actual thing they did and its real impact on me, not generic gratitude — and keep it appropriately brief for a [MEDIUM, e.g. email, handwritten card, LinkedIn message].
Avoid sounding transactional or like it's setting up another ask.","RECIPIENT, REASON, MEDIUM",ChatGPT / Claude,Beginner,"A specific, sincere thank-you note sized appropriately for the medium, without a hidden ask.",Send it within a few days of the event it's thanking them for — timeliness reads as sincerity.
PRM-WC-013,Writing & Communication,Outreach,Cold Outreach Email,Cold Professional Outreach Email,"Act as a business development writer. Write a cold outreach email to [RECIPIENT_ROLE] at [TARGET_COMPANY_TYPE], introducing [YOUR_OFFER_OR_REASON_FOR_CONTACT].
Open with something specific to them (not a generic compliment), get to the point about why you're reaching out within the first two sentences, and end with a low-commitment next step (not ""let's hop on a call this week"").
Keep the total length under 100 words.","RECIPIENT_ROLE, TARGET_COMPANY_TYPE, YOUR_OFFER_OR_REASON_FOR_CONTACT",ChatGPT / Claude,Beginner,A sub-100-word cold outreach email with a specific opener and a low-commitment next step.,"Research one real, specific detail about the recipient or company to replace any generic opener the model drafts."
PRM-WC-014,Writing & Communication,Proposals,Proposal Cover Letter,Business Proposal Cover Letter,"Act as a proposal writer. Write a cover letter to accompany a business proposal for [PROJECT_OR_SERVICE], addressed to [RECIPIENT_NAME_OR_ROLE] at [CLIENT_COMPANY].
Reference their specific stated need [CLIENT_NEED], briefly preview the proposed solution and the outcome it delivers, and close with next steps for review/decision.
Keep it under 250 words — the cover letter should invite them into the proposal, not repeat it.","PROJECT_OR_SERVICE, RECIPIENT_NAME_OR_ROLE, CLIENT_COMPANY, CLIENT_NEED",ChatGPT / Claude,Intermediate,A concise proposal cover letter that previews the solution and outcome without duplicating the full proposal.,"Name the specific outcome the client cares about, not your process — clients skim cover letters for 'what's in it for me.'"
PRM-WC-015,Writing & Communication,Support Content,FAQ Document Writer,Customer FAQ Generator,"Act as a customer support content writer. Write an FAQ section for [PRODUCT_OR_SERVICE], based on these common questions/support tickets: [COMMON_QUESTIONS_LIST].
Write answers in plain, direct language a non-technical customer can understand immediately, avoiding internal jargon.
Group questions into logical categories, and flag any question in the list that actually needs a product/policy fix rather than just a better answer.","PRODUCT_OR_SERVICE, COMMON_QUESTIONS_LIST",ChatGPT / Claude,Intermediate,"A categorized, plain-language FAQ with underlying product/policy issues explicitly flagged.","Treat flagged 'needs a fix, not an answer' items as a mini product-feedback list — route them to the right team."
PRM-WC-016,Writing & Communication,Editing,Tone Adjustment Tool,Message Tone Rewriter,"Act as an editing assistant. Rewrite this message: [ORIGINAL_MESSAGE] to shift its tone to [TARGET_TONE, e.g. warmer, more formal, more direct, less apologetic], while keeping the core content and intent unchanged.
Show what specifically changed (word choices, sentence structure) in a short note after the rewrite, so I can learn the pattern for next time.","ORIGINAL_MESSAGE, TARGET_TONE",ChatGPT / Claude,Beginner,"A tone-adjusted rewrite plus a short note explaining what changed and why, for future reference.",Ask for the 'what changed' explanation every time — it's what actually improves your own writing over repeated use.
PRM-WC-017,Writing & Communication,Editing,Jargon Simplifier,Technical-to-Plain-Language Translator,"Act as a plain-language editor. Rewrite this technical/specialized text: [TECHNICAL_TEXT] so it's understandable to [TARGET_AUDIENCE, e.g. a non-technical executive, a first-time customer].
Preserve full accuracy — do not oversimplify to the point of being misleading — but replace jargon with plain terms or brief explanations where a term must stay.
Output the rewritten version plus a short list of any terms you chose to keep and why.","TECHNICAL_TEXT, TARGET_AUDIENCE",ChatGPT / Claude,Intermediate,"A plain-language rewrite that preserves accuracy, with a note on any technical terms deliberately kept.","If accuracy feels compromised in the rewrite, ask the model to keep the precise term and add a one-clause explanation instead of removing it."
PRM-WC-018,Writing & Communication,Storytelling,Pitch Storytelling Framework,Business Story Arc Builder for Pitches,"Act as a storytelling coach for business communication. Turn these raw facts about [SUBJECT, e.g. our company, this project, this product] into a compelling narrative: [RAW_FACTS_LIST].
Use a story arc: status quo/problem, the moment something had to change, what was tried, the turning point, and where things stand now (with a forward-looking close).
Keep every claim traceable to the raw facts provided — do not invent details or embellish numbers.","SUBJECT, RAW_FACTS_LIST",ChatGPT / Claude,Advanced,"A fact-grounded narrative arc turning raw information into a compelling, honest pitch story.",Double-check that every specific claim in the output actually traces back to a fact you provided before using it externally.
PRM-WC-019,Writing & Communication,Crisis Communication,Crisis Statement Drafting,Crisis Communication Statement Writer,"Act as a crisis communications advisor. Draft a public statement addressing [SITUATION_DESCRIPTION], to be issued by [COMPANY_OR_SPOKESPERSON_ROLE].
Structure: acknowledge the situation factually and promptly, state what is being done right now, avoid speculation about cause where it isn't yet confirmed, and commit to a specific follow-up (e.g. update timing).
Keep tone calm, accountable, and free of legal hedging that reads as evasive.","SITUATION_DESCRIPTION, COMPANY_OR_SPOKESPERSON_ROLE",ChatGPT / Claude,Advanced,"A calm, accountable crisis statement with a specific follow-up commitment and no evasive hedging.","Always route crisis statements through legal and leadership review before publishing — this is a strong first draft, not a final one."
PRM-WC-020,Writing & Communication,Newsletters,Company Newsletter Writer,Internal or External Newsletter Draft,"Act as a newsletter editor. Draft a [INTERNAL_OR_EXTERNAL] newsletter for [AUDIENCE], covering these updates: [UPDATE_LIST].
Lead with the single most interesting or important item, group remaining updates into short scannable sections with clear subheads, and end with one clear call-to-action or way to engage further.
Keep the overall tone consistent with [BRAND_OR_TEAM_VOICE_DESCRIPTION] and avoid burying the lead under company self-congratulation.","INTERNAL_OR_EXTERNAL, AUDIENCE, UPDATE_LIST, BRAND_OR_TEAM_VOICE_DESCRIPTION",ChatGPT / Claude,Intermediate,A scannable newsletter draft leading with the most important update and ending in one clear CTA.,"If the update list has more than 5-6 items, ask the model to cut the weakest ones rather than cramming everything in."
PRM-BS-021,Business & Strategy,Decision Making,Pre-Mortem Risk Analysis,Pre-Mortem: Imagine the Failure Before It Happens,"Act as a decision-making facilitator running a pre-mortem. We are about to commit to this decision: [DECISION_DESCRIPTION], with these stated goals: [GOALS].
Imagine it is [TIME_HORIZON] in the future and the decision has failed badly. Generate the 5 most plausible reasons it failed, working backward from the failure rather than forward from the plan.
For each reason, propose one concrete safeguard we could put in place today to reduce that specific risk.","DECISION_DESCRIPTION, GOALS, TIME_HORIZON",ChatGPT / Claude,Advanced,"5 plausible failure narratives worked backward from a future failure, each paired with a concrete safeguard.",Run this with the actual decision-makers in the room reacting live — the exercise loses value as a solo read-only report.
PRM-BS-022,Business & Strategy,Operations,Operational Bottleneck Audit,Process Bottleneck Identifier,"Act as an operations consultant. Review this process description: [PROCESS_DESCRIPTION_STEP_BY_STEP] for [PROCESS_NAME], including current cycle time [CURRENT_CYCLE_TIME] if known.
Identify where the process is most likely to bottleneck (waiting, handoffs, approvals, rework loops) and rank them by likely impact on total cycle time.
Output: a ranked bottleneck list with the underlying cause of each, and one specific fix per bottleneck that doesn't require new headcount.","PROCESS_DESCRIPTION_STEP_BY_STEP, PROCESS_NAME, CURRENT_CYCLE_TIME",ChatGPT / Claude,Advanced,A ranked bottleneck list with root causes and headcount-free fixes for each.,"Map the process as it actually runs today, not as it's documented — the gap between the two is usually where the real bottleneck hides."
PRM-BS-023,Business & Strategy,Growth,Growth Lever Prioritization,Growth Initiative Scoring (ICE/RICE),"Act as a growth strategy advisor. Score these candidate growth initiatives: [INITIATIVE_LIST] using the RICE framework (Reach, Impact, Confidence, Effort).
For each initiative, estimate each RICE component with a one-line justification, calculate the RICE score, and rank all initiatives from highest to lowest priority.
Flag any high-scoring initiative that conflicts with or duplicates another on the list.",INITIATIVE_LIST,ChatGPT / Claude,Advanced,"A RICE-scored, ranked growth initiative list with justifications and conflict flags.","Revisit RICE scores after each initiative you actually ship — real Confidence and Effort numbers should update the model, not just intuition."
PRM-BS-024,Business & Strategy,Root Cause Analysis,Business Problem Root Cause Diagnosis,5 Whys Business Root Cause Analysis,"Act as a business analyst trained in root cause analysis. We're experiencing this problem: [PROBLEM_DESCRIPTION], with these observed symptoms: [OBSERVED_SYMPTOMS].
Run a ""5 Whys"" analysis, asking ""why"" iteratively from the symptom down to the true root cause, showing each step of reasoning rather than jumping to a conclusion.
End with the identified root cause and one recommended fix that addresses the root, not just the symptom.","PROBLEM_DESCRIPTION, OBSERVED_SYMPTOMS",ChatGPT / Claude,Intermediate,A transparent 5-Whys chain ending in a root cause and a root-level (not symptom-level) fix recommendation.,"If the 5th 'why' still points to another team's process, that's often the real root — don't stop at the first internally-fixable answer."
PRM-BS-025,Business & Strategy,Operations,Make-vs-Buy Decision Analysis,Build vs. Buy vs. Outsource Comparison,"Act as a business operations advisor. We need [CAPABILITY_OR_SYSTEM_NEEDED]. Compare building it in-house, buying an existing solution, and outsourcing it, given our constraints: budget [BUDGET], timeline [TIMELINE], and internal skill availability [INTERNAL_SKILLS].
Compare the three options on total cost of ownership, speed to value, control/customization, and ongoing maintenance burden.
Output a comparison table and a recommendation with the single deciding factor stated explicitly.","CAPABILITY_OR_SYSTEM_NEEDED, BUDGET, TIMELINE, INTERNAL_SKILLS",ChatGPT / Claude,Advanced,A build/buy/outsource comparison table with a recommendation and its single deciding factor named.,Total cost of ownership almost always looks worse for 'build' than the sticker price suggests — push the model to include maintenance cost explicitly.
PRM-BS-026,Business & Strategy,Organizational Design,Org Restructuring Evaluation,Organizational Structure Change Evaluator,"Act as an organizational design consultant. Evaluate this proposed restructuring: [PROPOSED_STRUCTURE_CHANGE] for [TEAM_OR_COMPANY_NAME], with the stated goal of [GOAL_OF_RESTRUCTURE].
Assess: does the new structure actually solve the stated goal, what new coordination costs or reporting-line confusion it might introduce, and what's likely to break in the first 90 days.
Output: a fit assessment, 3 likely friction points, and one mitigation per friction point.","PROPOSED_STRUCTURE_CHANGE, TEAM_OR_COMPANY_NAME, GOAL_OF_RESTRUCTURE",ChatGPT / Claude,Advanced,A structural fit assessment with 3 likely 90-day friction points and mitigations for each.,"Restructures usually fail on unstated coordination costs, not the org chart itself — press the model to be specific about who now has to talk to whom."
PRM-BS-027,Business & Strategy,M&A,M&A Due Diligence Checklist,Acquisition Due Diligence Checklist Builder,"Act as an M&A advisor. Build a due diligence checklist for acquiring [TARGET_COMPANY_TYPE], given deal rationale [DEAL_RATIONALE] and known concerns so far [KNOWN_CONCERNS].
Organize into categories: Financial, Legal, Operational, Commercial/Customer, Technology, and Culture/People — each with 4-6 specific items to verify, not generic headings.
Flag which category is the highest-risk area given the stated deal rationale and concerns.","TARGET_COMPANY_TYPE, DEAL_RATIONALE, KNOWN_CONCERNS",ChatGPT / Claude,Advanced,A category-organized due diligence checklist with the highest-risk category flagged.,"This supports internal deal prep — always run formal diligence through legal, finance, and specialist advisors before closing."
PRM-BS-028,Business & Strategy,Business Analysis,Customer Segmentation Analysis,Data-Driven Customer Segmentation,"Act as a business analyst. Segment our customer base using this data: [CUSTOMER_DATA_SUMMARY, e.g. spend, frequency, product usage, tenure].
Propose 3-4 meaningful segments (not just high/medium/low spend), name each segment descriptively, and describe what distinguishes their behavior and likely needs.
For each segment, suggest one business action tailored to it (e.g. retention play, upsell play, win-back play).",CUSTOMER_DATA_SUMMARY,ChatGPT / Claude,Advanced,"3-4 named, behaviorally distinct customer segments, each paired with a tailored business action.",Feed it real aggregate data (even rough numbers) rather than descriptions — segmentation quality depends heavily on actual data patterns.
PRM-BS-029,Business & Strategy,Operations,Supply Chain Risk Assessment,Supply Chain Vulnerability Scan,"Act as a supply chain risk analyst. Review our supply chain setup: [SUPPLY_CHAIN_DESCRIPTION, e.g. key suppliers, geographic concentration, lead times].
Identify single points of failure (e.g. sole-sourced components, single-region dependency), and rate each identified vulnerability on likelihood and business impact.
Output a ranked vulnerability list with one mitigation option per vulnerability (e.g. dual-sourcing, buffer stock, nearshoring).",SUPPLY_CHAIN_DESCRIPTION,ChatGPT / Claude,Advanced,A ranked supply chain vulnerability list with likelihood/impact ratings and one mitigation per risk.,Sole-source dependencies are usually the highest-leverage fix — prioritize mitigating those before diversifying lower-risk vulnerabilities.
PRM-BS-030,Business & Strategy,Executive Reporting,Executive KPI Dashboard Design,KPI Dashboard Structure Designer,"Act as a business intelligence advisor. Design the structure (not the tool/software) of an executive KPI dashboard for [BUSINESS_AREA] at [COMPANY_NAME], where the audience is [AUDIENCE, e.g. CEO, board].
Select 5-7 KPIs that actually drive decisions for this audience (not vanity metrics), and for each specify: definition, target/benchmark, and what action should follow if it goes red.
Output as a KPI definition table, organized by what decision each metric supports.","BUSINESS_AREA, COMPANY_NAME, AUDIENCE",ChatGPT / Claude,Advanced,"A KPI definition table limited to decision-driving metrics, each tied to a specific action-if-red.","If a KPI doesn't change any decision when it moves, cut it from the dashboard — that's the test the model should apply."
PRM-BS-031,Business & Strategy,Financial Planning,Annual Budget Planning Process,Annual Budgeting Process Design,"Act as a FP&A advisor. Design the annual budgeting process (the process, not the numbers) for [COMPANY_NAME], a [COMPANY_SIZE] company, given last year's pain points: [LAST_YEAR_PAIN_POINTS].
Define the process steps in sequence (e.g. top-down targets, bottom-up department requests, reconciliation, approval), who owns each step, and a realistic timeline in weeks.
Specifically address how last year's pain points will be avoided this cycle.","COMPANY_NAME, COMPANY_SIZE, LAST_YEAR_PAIN_POINTS",ChatGPT / Claude,Advanced,"A sequenced annual budgeting process with owners, a realistic timeline, and explicit fixes for last year's pain points.",Start the process earlier than feels necessary — most budgeting pain comes from compressed timelines at the reconciliation stage.
PRM-BS-032,Business & Strategy,Executive Communication,Executive Offsite Agenda Design,Leadership Offsite Agenda Builder,"Act as a chief of staff planning a leadership offsite. Design a [DURATION] agenda for [COMPANY_OR_TEAM_NAME]'s leadership offsite, with the primary objective: [OFFSITE_OBJECTIVE].
Balance strategic discussion time, decision-making sessions (with a clear decision to reach), and team-building — avoid an agenda that's all presentations with no actual decisions made.
Output a time-blocked agenda with the specific outcome each session should produce.","DURATION, COMPANY_OR_TEAM_NAME, OFFSITE_OBJECTIVE",ChatGPT / Claude,Intermediate,"A time-blocked offsite agenda where every session has a stated decision or outcome, not just a topic.","If a session's only outcome is 'discussion,' merge it or cut it — offsite time is too scarce for open-ended agenda items."
PRM-BS-033,Business & Strategy,Risk Management,Business Continuity Plan,Business Continuity / Contingency Plan Builder,"Act as a business continuity planner. Build a contingency plan for [BUSINESS_NAME] in the event of [DISRUPTION_SCENARIO, e.g. key supplier failure, critical system outage, key person departure].
Define: trigger conditions that activate the plan, immediate response actions in the first 24-48 hours, who is authorized to activate it, and the recovery timeline target.
Output as an activation-ready plan, not a general risk discussion.","BUSINESS_NAME, DISRUPTION_SCENARIO",ChatGPT / Claude,Advanced,"An activation-ready continuity plan with triggers, first-48-hour actions, authorization, and a recovery target.",Test this plan with a tabletop exercise at least once — plans that have never been rehearsed usually fail on the authorization step first.
PRM-BS-034,Business & Strategy,Procurement,Vendor Selection Scorecard,Vendor Evaluation Scorecard Builder,"Act as a procurement advisor. Build a vendor selection scorecard to evaluate these candidates: [VENDOR_CANDIDATES] for [PROCUREMENT_NEED], weighted by what matters most to us: [DECISION_CRITERIA].
Define 5-7 evaluation criteria with weights, and describe what a 1 vs. 5 score looks like for each criterion so scoring stays consistent across evaluators.
Output the scorecard structure (not a fabricated score) ready for a real evaluation team to fill in.","VENDOR_CANDIDATES, PROCUREMENT_NEED, DECISION_CRITERIA",ChatGPT / Claude,Intermediate,"A weighted vendor scorecard with defined 1-5 anchors per criterion, ready for real evaluators to use.",Have every evaluator score independently before comparing notes — shared scoring in real time anchors everyone to the loudest voice.
PRM-BS-035,Business & Strategy,Business Case,New Initiative Business Case,Business Case / ROI Justification Writer,"Act as a business case writer. Build a business case for [PROPOSED_INITIATIVE], requiring investment of [ESTIMATED_INVESTMENT], with expected benefit [EXPECTED_BENEFIT_DESCRIPTION].
Structure as: Problem/Opportunity, Proposed Solution, Cost Breakdown, Expected Benefit (quantified where possible), Payback Estimate, Risks if We Don't Act, and Risks of the Initiative Itself.
Be explicit about which benefit figures are firm vs. estimated, so decision-makers aren't misled by false precision.","PROPOSED_INITIATIVE, ESTIMATED_INVESTMENT, EXPECTED_BENEFIT_DESCRIPTION",ChatGPT / Claude,Advanced,"A structured business case with quantified benefits, a payback estimate, and honest confidence labeling on the numbers.",Include a 'risk of not acting' section every time — it's often the most persuasive part and the one people forget to write.
PRM-BS-036,Business & Strategy,Organizational Design,Succession Planning Framework,Leadership Succession Planning Framework,"Act as an organizational development advisor. Build a succession planning framework for [KEY_ROLE_OR_ROLES] at [COMPANY_NAME], given current bench strength: [CURRENT_BENCH_DESCRIPTION].
Define: readiness tiers (e.g. ready now, ready in 1-2 years, emerging), the development actions needed to move someone up a tier, and how to handle a role with no internal successor identified.
Output a succession framework table plus one specific development action per identified internal candidate tier.","KEY_ROLE_OR_ROLES, COMPANY_NAME, CURRENT_BENCH_DESCRIPTION",ChatGPT / Claude,Advanced,A tiered succession framework with concrete development actions and an explicit plan for gaps with no successor.,Address the 'no successor identified' roles honestly rather than glossing over them — that's usually the most urgent finding.
PRM-BS-037,Business & Strategy,Operations,Process Automation Opportunity Scan,Automation Opportunity Finder,"Act as a business process automation consultant. Review these manual processes: [MANUAL_PROCESS_LIST_WITH_FREQUENCY_AND_TIME], currently performed by [WHO_PERFORMS_THEM].
Score each on automation potential (Low/Medium/High) based on repetitiveness, rule-based nature, and volume, and estimate rough time savings per month if automated.
Output a ranked list of automation candidates with the recommended approach (e.g. simple rule/macro, workflow tool, custom integration) for each.","MANUAL_PROCESS_LIST_WITH_FREQUENCY_AND_TIME, WHO_PERFORMS_THEM",ChatGPT / Claude,Intermediate,A ranked automation opportunity list with time-savings estimates and a recommended automation approach per process.,"Start with the highest-volume, most rule-based process on the list — it's usually the fastest path to a visible win."
PRM-BS-038,Business & Strategy,Competitive Strategy,Competitive Threat Response Plan,Competitive Threat Response Planner,"Act as a competitive strategy advisor. A competitor, [COMPETITOR_NAME], has just [COMPETITIVE_ACTION, e.g. launched a similar product, cut prices, entered our market]. Assess the real threat level to [YOUR_COMPANY].
Distinguish between what requires an immediate response and what's a distraction not worth reacting to, based on how directly it threatens our core customer base [YOUR_CORE_CUSTOMER_BASE].
Output: threat severity assessment, recommended response (or explicit recommendation to not react), and the risk of overreacting.","COMPETITOR_NAME, COMPETITIVE_ACTION, YOUR_COMPANY, YOUR_CORE_CUSTOMER_BASE",ChatGPT / Claude,Advanced,A threat severity assessment with a clear response recommendation — including permission to not react if warranted.,The 'risk of overreacting' section matters as much as the threat assessment — panicked competitive moves often cost more than the original threat.
PRM-BS-039,Business & Strategy,Customer Analytics,Customer Churn Root-Cause Analysis,Churn Root-Cause Investigator,"Act as a customer retention analyst. Investigate churn for [PRODUCT_OR_SERVICE] using this data: [CHURN_DATA_SUMMARY, e.g. churn reasons cited, tenure at churn, usage patterns before churn].
Identify the top 3 distinct churn drivers (not a single vague ""poor experience"" bucket), and for each, note whether it's addressable (product/process fix) or structural (segment mismatch).
Output: ranked churn drivers with addressability classification, and one recommended action for the top addressable driver.","PRODUCT_OR_SERVICE, CHURN_DATA_SUMMARY",ChatGPT / Claude,Advanced,"A ranked, classified churn driver analysis with one concrete action for the highest-impact addressable driver.",Separate 'we could fix this' churn from 'wrong customer for us' churn early — conflating them leads to fixing the wrong thing.
